Student Number,Age,Gender,Residency,Class Standing,Scholarship,Study_Hours_Per_Week,Attendance_Rate,Y1_GWA,Y2_GWA,Y3_GWA,Y4_GWA,GPA_Trend,Final_GWA,Performance_Category
22-07025,24,Female,Family House,Regular,Yes,34,99,1.51,1.61,1.51,1.4,Stable,1.52,Excellent
22-07026,20,Male,Family House,Regular,No,15,87,1.8,1.81,1.67,2.08,Stable,1.81,Good
22-07027,23,Male,Family House,Regular,No,33,90,1.55,1.62,1.76,1.32,Stable,1.59,Excellent
22-07028,20,Male,Family House,Regular,Yes,22,87,2.14,2.04,2.17,2.38,Stable,2.16,At-Risk
22-07029,21,Male,Family House,Irregular,Yes,17,84,2.08,1.74,1.68,1.77,Improving,1.84,Good
22-07030,23,Male,Family House,Regular,No,17,84,2.0,1.96,1.88,1.98,Stable,1.95,Good
22-07031,22,Male,Family House,Regular,No,26,93,1.83,1.96,1.86,1.35,Improving,1.8,Good
22-07032,22,Male,Family House,Regular,No,39,91,1.85,1.62,1.74,1.62,Stable,1.72,Good
22-07033,24,Male,Dorm,Irregular,No,27,83,2.23,1.79,1.61,2.05,Stable,1.92,Good
22-07034,23,Male,Family House,Regular,No,32,91,1.71,1.79,1.6,1.35,Improving,1.65,Excellent
22-07035,23,Male,Family House,Regular,No,39,92,1.7,1.68,1.46,1.38,Improving,1.58,Excellent
22-07036,21,Male,Family House,Irregular,No,27,88,2.35,1.99,1.72,1.7,Improving,1.99,Good
22-07037,22,Female,Dorm,Regular,Yes,23,100,1.79,1.44,1.54,1.85,Stable,1.64,Excellent
22-07038,24,Female,Dorm,Irregular,Yes,40,100,2.1,1.36,1.5,1.48,Improving,1.65,Excellent
22-07039,24,Female,Dorm,Regular,Yes,26,94,1.99,1.72,1.78,1.68,Improving,1.81,Good
22-07040,21,Male,Dorm,Regular,No,13,70,2.18,2.33,2.25,2.35,Stable,2.26,At-Risk
22-07041,24,Female,Family House,Regular,No,30,95,1.74,1.68,1.79,1.85,Stable,1.75,Good
22-07042,24,Male,Dorm,Regular,Yes,36,94,1.57,1.5,1.58,1.55,Stable,1.55,Excellent
22-07043,21,Male,Family House,Regular,No,17,89,2.0,1.72,1.81,1.95,Stable,1.87,Good
22-07044,20,Female,Dorm,Regular,No,26,88,1.82,1.79,1.86,1.93,Stable,1.84,Good
22-07045,20,Female,Family House,Regular,No,12,73,2.1,2.28,2.12,2.2,Stable,2.17,At-Risk
22-07046,21,Female,Dorm,Regular,Yes,34,96,1.67,1.78,1.78,1.88,Stable,1.76,Good
22-07047,21,Female,Family House,Irregular,No,20,77,2.17,2.08,1.97,2.05,Stable,2.07,Good
22-07048,20,Male,Family House,Regular,No,34,100,1.56,1.68,1.53,1.43,Stable,1.56,Excellent
22-07049,21,Female,Dorm,Irregular,Yes,34,90,2.14,1.83,1.69,2.02,Stable,1.92,Good
22-07050,23,Female,Family House,Irregular,No,28,96,2.05,1.69,1.57,1.45,Improving,1.74,Good
22-07051,24,Male,Family House,Regular,No,26,91,2.0,2.01,1.97,1.98,Stable,1.99,Good
22-07052,21,Male,Dorm,Regular,Yes,27,87,1.94,1.97,1.85,1.7,Stable,1.89,Good
22-07053,20,Male,Family House,Regular,No,27,80,1.94,1.83,1.89,1.82,Stable,1.88,Good
22-07054,20,Female,Family House,Regular,Yes,30,93,1.64,1.89,1.69,1.7,Stable,1.73,Good
22-07055,24,Female,Dorm,Regular,No,31,91,1.61,1.68,1.93,1.3,Improving,1.67,Good
22-07056,22,Female,Family House,Irregular,Yes,14,83,2.21,2.07,1.75,2.23,Stable,2.05,Good
22-07057,21,Female,Dorm,Irregular,No,35,92,2.18,1.38,1.6,1.6,Improving,1.72,Good
22-07058,22,Male,Family House,Regular,No,40,95,1.52,1.74,1.65,1.4,Stable,1.6,Excellent
22-07059,23,Female,Family House,Regular,No,35,96,1.56,1.4,1.64,1.38,Stable,1.51,Excellent
22-07060,24,Male,Family House,Regular,Yes,33,91,1.73,1.83,1.43,1.73,Stable,1.68,Good
22-07061,24,Male,Dorm,Irregular,Yes,31,91,2.08,1.83,1.49,1.68,Improving,1.79,Good
22-07062,24,Female,Dorm,Regular,No,29,89,1.87,2.03,1.93,1.82,Stable,1.92,Good
22-07063,23,Female,Family House,Regular,No,32,95,1.67,1.53,1.6,1.5,Stable,1.59,Excellent
22-07064,21,Male,Dorm,Regular,No,17,95,1.86,1.72,1.82,1.88,Stable,1.81,Good
22-07065,20,Male,Dorm,Regular,Yes,27,89,1.61,1.85,1.85,1.9,Stable,1.78,Good
22-07066,23,Female,Family House,Regular,No,35,97,1.61,1.5,1.67,1.3,Improving,1.55,Excellent
22-07067,22,Female,Family House,Regular,Yes,22,77,2.08,2.12,2.15,2.35,Stable,2.15,At-Risk
22-07068,22,Male,Family House,Regular,Yes,32,90,1.8,1.58,1.43,2.02,Stable,1.68,Good
22-07069,22,Female,Dorm,Regular,No,30,81,1.74,1.71,1.97,1.75,Stable,1.79,Good
22-07070,24,Female,Family House,Regular,Yes,16,91,2.13,2.15,2.01,2.12,Stable,2.1,Good
22-07071,22,Male,Family House,Irregular,No,29,93,2.07,1.93,1.6,2.0,Stable,1.9,Good
22-07072,22,Female,Family House,Regular,No,24,84,1.87,1.88,1.76,1.98,Stable,1.86,Good
22-07073,22,Female,Family House,Irregular,No,20,81,2.33,2.28,2.12,2.27,Stable,2.25,At-Risk
22-07074,23,Male,Family House,Regular,No,30,90,1.82,1.83,1.69,1.93,Stable,1.81,Good
22-07075,24,Male,Family House,Regular,No,27,81,1.88,2.03,1.94,1.82,Stable,1.93,Good
22-07076,24,Female,Family House,Regular,Yes,27,98,1.61,1.82,1.79,1.48,Stable,1.69,Good
22-07077,24,Female,Dorm,Regular,No,24,91,1.79,1.72,1.74,1.6,Stable,1.73,Good
22-07078,23,Female,Dorm,Regular,Yes,29,99,2.06,1.71,1.64,1.88,Stable,1.82,Good
22-07079,20,Female,Dorm,Regular,No,20,84,1.9,1.83,2.06,2.02,Stable,1.94,Good
22-07080,20,Female,Dorm,Regular,Yes,29,94,1.76,1.6,1.72,2.12,Declining,1.76,Good
22-07081,22,Male,Family House,Regular,No,34,98,1.54,1.61,1.33,1.48,Stable,1.49,Excellent
22-07082,22,Female,Dorm,Regular,No,26,92,1.8,1.83,2.01,1.93,Stable,1.88,Good
22-07083,22,Male,Family House,Regular,No,17,84,2.21,2.26,2.14,2.02,Stable,2.18,At-Risk
22-07084,22,Male,Family House,Irregular,No,30,98,1.98,1.53,1.42,1.5,Improving,1.63,Excellent
22-07085,21,Male,Family House,Regular,Yes,12,81,1.96,2.17,1.99,2.15,Stable,2.05,Good
22-07086,23,Female,Family House,Irregular,No,9,88,2.24,2.18,1.79,2.1,Stable,2.08,Good
22-07087,20,Male,Family House,Regular,No,26,93,1.61,1.68,1.68,1.45,Stable,1.62,Excellent
22-07088,24,Female,Dorm,Regular,Yes,17,89,2.18,2.19,2.12,2.33,Stable,2.19,At-Risk
22-07089,20,Male,Dorm,Regular,No,36,91,1.54,1.78,1.49,1.62,Stable,1.6,Excellent
22-07090,22,Male,Dorm,Regular,No,8,80,2.12,2.29,2.26,2.23,Stable,2.22,At-Risk
22-07091,20,Female,Family House,Regular,No,26,93,1.96,2.0,1.9,1.77,Stable,1.93,Good
22-07092,20,Male,Dorm,Regular,Yes,26,94,1.85,1.69,1.92,1.82,Stable,1.82,Good
22-07093,22,Female,Dorm,Regular,No,33,94,1.5,1.71,1.38,1.55,Stable,1.53,Excellent
22-07094,21,Male,Family House,Regular,No,24,84,1.8,1.75,1.83,1.8,Stable,1.79,Good
22-07095,22,Male,Family House,Regular,Yes,40,100,1.49,1.62,1.57,1.5,Stable,1.55,Excellent
22-07096,24,Male,Dorm,Irregular,No,35,93,2.12,1.5,1.67,1.62,Improving,1.76,Good
22-07097,20,Male,Family House,Regular,No,29,91,1.65,1.53,1.54,1.57,Stable,1.58,Excellent
22-07098,20,Male,Dorm,Regular,No,27,99,1.55,1.62,1.56,1.45,Stable,1.56,Excellent
22-07099,21,Female,Family House,Regular,No,17,87,2.1,1.85,1.93,1.65,Improving,1.92,Good
22-07100,24,Male,Dorm,Regular,Yes,20,90,1.8,1.89,1.78,1.88,Stable,1.83,Good
22-07101,22,Male,Family House,Irregular,No,12,85,2.21,2.31,2.0,2.33,Stable,2.2,At-Risk
22-07102,22,Male,Family House,Regular,No,23,90,1.87,2.04,1.83,2.0,Stable,1.93,Good
22-07103,23,Female,Family House,Regular,Yes,21,95,1.58,1.88,1.79,2.0,Declining,1.78,Good
22-07104,22,Male,Dorm,Regular,No,32,99,1.46,1.56,1.36,1.5,Stable,1.47,Excellent
22-07105,21,Male,Family House,Regular,Yes,28,89,1.88,1.62,1.75,2.0,Stable,1.79,Good
22-07106,23,Male,Family House,Regular,No,29,95,1.76,1.86,1.68,2.23,Declining,1.84,Good
22-07107,23,Female,Dorm,Regular,No,39,91,1.52,1.68,1.51,1.43,Stable,1.55,Excellent
22-07108,21,Female,Dorm,Regular,No,12,72,2.08,2.33,2.18,2.1,Stable,2.18,At-Risk
22-07109,24,Male,Dorm,Regular,No,27,95,1.63,1.43,1.57,1.4,Stable,1.53,Excellent
22-07110,24,Male,Family House,Regular,No,38,94,1.63,1.58,1.65,1.48,Stable,1.6,Excellent
22-07111,22,Female,Dorm,Regular,No,27,89,1.76,1.97,1.89,1.73,Stable,1.85,Good
22-07112,20,Male,Dorm,Irregular,Yes,29,93,2.05,1.79,1.72,1.75,Stable,1.85,Good
22-07113,21,Female,Dorm,Irregular,No,22,81,2.07,1.9,1.72,1.75,Improving,1.88,Good
22-07114,22,Female,Dorm,Regular,No,10,74,2.43,2.39,2.19,2.15,Stable,2.31,At-Risk
22-07115,22,Male,Dorm,Regular,No,40,95,1.51,1.49,1.81,1.68,Stable,1.61,Excellent
22-07116,20,Male,Family House,Irregular,Yes,31,90,2.19,1.92,1.38,1.45,Improving,1.79,Good
22-07117,20,Male,Family House,Regular,No,27,87,1.79,1.78,1.82,1.65,Stable,1.77,Good
22-07118,20,Female,Family House,Regular,No,20,84,1.71,1.96,1.71,1.77,Stable,1.79,Good
22-07119,20,Male,Dorm,Irregular,Yes,21,90,2.26,1.83,1.75,1.73,Improving,1.93,Good
22-07120,22,Male,Family House,Regular,No,23,92,1.79,1.99,2.01,1.7,Stable,1.89,Good
22-07121,20,Male,Family House,Regular,Yes,18,97,1.68,1.69,1.9,1.82,Stable,1.76,Good
22-07122,20,Male,Dorm,Regular,No,36,95,1.51,1.56,1.54,1.48,Stable,1.53,Excellent
22-07123,21,Female,Dorm,Irregular,No,26,86,2.31,1.79,1.65,2.05,Stable,1.96,Good
22-07124,22,Male,Family House,Regular,Yes,30,89,1.45,1.6,1.78,1.57,Stable,1.6,Excellent
22-07125,22,Male,Dorm,Regular,No,8,83,2.08,2.03,2.36,2.15,Stable,2.15,At-Risk
22-07126,24,Male,Family House,Regular,No,24,92,1.69,1.93,1.83,1.85,Stable,1.82,Good
22-07127,22,Female,Family House,Irregular,No,17,95,2.14,1.75,1.5,1.55,Improving,1.78,Good
22-07128,24,Female,Family House,Regular,No,15,85,1.68,1.76,1.76,1.75,Stable,1.74,Good
22-07129,22,Female,Family House,Regular,No,21,91,1.86,1.69,1.88,1.82,Stable,1.81,Good
22-07130,20,Male,Family House,Irregular,Yes,32,95,1.96,1.79,1.4,1.88,Stable,1.75,Good
22-07131,20,Male,Dorm,Regular,No,18,73,2.29,2.11,2.22,2.2,Stable,2.21,At-Risk
22-07132,20,Male,Family House,Irregular,No,27,83,2.18,1.92,1.71,1.68,Improving,1.91,Good
22-07133,22,Male,Family House,Regular,No,29,93,1.76,2.08,1.89,2.15,Declining,1.94,Good
22-07134,24,Female,Dorm,Regular,Yes,24,93,1.85,1.92,1.92,1.6,Stable,1.85,Good
22-07135,24,Male,Family House,Regular,No,15,95,1.61,1.81,1.67,1.93,Declining,1.72,Good
22-07136,22,Male,Family House,Regular,No,11,79,2.14,2.26,2.19,2.45,Declining,2.24,At-Risk
22-07137,20,Male,Family House,Irregular,No,27,96,2.14,1.68,1.78,1.68,Improving,1.85,Good
22-07138,23,Male,Dorm,Regular,No,25,80,1.75,1.67,2.08,2.1,Declining,1.87,Good
22-07139,21,Male,Family House,Irregular,Yes,23,93,2.17,1.94,1.36,1.75,Improving,1.83,Good
22-07140,22,Female,Family House,Regular,No,19,84,2.38,2.38,2.18,2.05,Improving,2.28,At-Risk
22-07141,23,Female,Family House,Regular,No,20,95,1.65,1.93,1.88,1.5,Stable,1.76,Good
22-07142,24,Male,Family House,Regular,Yes,15,79,2.1,2.19,2.01,1.98,Stable,2.08,Good
22-07143,20,Female,Family House,Regular,No,15,81,2.0,1.58,1.86,2.17,Stable,1.88,Good
22-07144,23,Male,Family House,Regular,No,27,94,1.46,1.53,1.6,1.68,Stable,1.55,Excellent
22-07145,21,Male,Family House,Regular,No,26,91,1.82,1.97,1.88,1.88,Stable,1.88,Good
22-07146,23,Male,Family House,Regular,Yes,24,89,1.76,1.81,1.9,1.82,Stable,1.82,Good
22-07147,21,Male,Dorm,Regular,No,23,83,1.79,1.71,2.01,2.1,Declining,1.87,Good
22-07148,20,Male,Dorm,Irregular,No,18,86,2.38,2.06,1.81,2.02,Improving,2.09,Good
22-07149,23,Female,Family House,Irregular,No,15,80,2.2,2.19,1.83,1.85,Improving,2.05,Good
22-07150,20,Female,Family House,Irregular,No,19,90,2.27,1.9,1.61,1.95,Improving,1.95,Good
22-07151,20,Female,Family House,Regular,No,27,88,1.77,1.71,1.93,1.7,Stable,1.79,Good
22-07152,24,Female,Dorm,Regular,No,17,90,2.07,1.86,1.83,1.9,Stable,1.93,Good
22-07153,23,Female,Dorm,Regular,No,24,95,1.8,2.1,1.78,1.95,Stable,1.9,Good
22-07154,22,Female,Dorm,Regular,No,31,98,1.48,1.57,1.69,1.62,Stable,1.58,Excellent
22-07155,23,Female,Family House,Regular,Yes,31,96,1.54,1.53,1.43,1.48,Stable,1.5,Excellent
22-07156,23,Female,Dorm,Regular,No,9,84,2.17,2.35,2.24,2.35,Stable,2.26,At-Risk
22-07157,24,Female,Family House,Regular,No,33,94,1.45,1.69,1.53,1.32,Stable,1.52,Excellent
22-07158,23,Male,Family House,Irregular,No,27,91,2.06,1.9,1.33,1.93,Stable,1.8,Good
22-07159,24,Female,Family House,Regular,No,19,80,1.9,2.03,1.85,1.88,Stable,1.92,Good
22-07160,21,Female,Dorm,Regular,No,30,81,1.98,1.79,1.72,1.75,Stable,1.82,Good
22-07161,21,Female,Family House,Regular,No,20,95,1.86,1.76,1.72,1.9,Stable,1.8,Good
22-07162,21,Female,Dorm,Regular,No,13,77,2.14,2.38,2.32,2.25,Stable,2.27,At-Risk
22-07163,24,Female,Family House,Regular,No,20,86,2.29,2.12,2.17,1.93,Improving,2.16,At-Risk
22-07164,21,Female,Family House,Irregular,Yes,29,86,2.25,2.0,1.76,1.8,Improving,1.99,Good
22-07165,20,Male,Family House,Regular,No,28,89,2.02,1.92,1.93,2.15,Stable,1.99,Good
22-07166,22,Female,Family House,Irregular,No,28,84,2.23,1.96,1.75,1.73,Improving,1.95,Good
22-07167,24,Female,Family House,Regular,Yes,18,88,1.82,1.68,1.88,1.75,Stable,1.79,Good
22-07168,20,Male,Family House,Irregular,No,33,95,2.18,1.65,1.49,1.43,Improving,1.74,Good
22-07169,22,Female,Dorm,Irregular,No,19,83,2.11,2.25,2.14,2.33,Stable,2.19,At-Risk
22-07170,24,Male,Family House,Regular,No,15,85,2.06,1.78,1.89,1.73,Improving,1.89,Good
22-07171,23,Female,Dorm,Irregular,Yes,31,91,1.95,1.86,1.51,1.62,Improving,1.76,Good
22-07172,23,Female,Family House,Irregular,No,17,91,2.27,2.04,1.61,1.95,Improving,1.99,Good
22-07173,23,Female,Family House,Regular,Yes,40,100,1.54,1.69,1.43,1.32,Stable,1.52,Excellent
22-07174,21,Male,Family House,Regular,No,19,90,1.7,1.92,1.86,2.1,Declining,1.86,Good
22-07175,23,Female,Family House,Irregular,No,35,95,2.08,1.64,1.56,1.75,Improving,1.77,Good
22-07176,22,Male,Family House,Regular,No,18,81,2.18,2.17,2.22,2.1,Stable,2.18,At-Risk
22-07177,20,Female,Family House,Regular,No,19,76,2.19,2.22,2.25,2.25,Stable,2.22,At-Risk
22-07178,24,Female,Dorm,Irregular,No,16,84,2.15,2.31,1.69,2.23,Stable,2.08,Good
22-07179,22,Female,Family House,Regular,Yes,32,96,1.63,1.38,1.43,1.68,Stable,1.51,Excellent
22-07180,23,Female,Family House,Regular,No,19,79,2.38,2.25,2.32,2.2,Stable,2.3,At-Risk
22-07181,20,Female,Family House,Irregular,No,18,70,2.32,2.14,1.65,2.38,Stable,2.1,Good
22-07182,24,Male,Family House,Regular,Yes,31,84,1.81,1.68,1.67,1.77,Stable,1.73,Good
22-07183,22,Female,Family House,Irregular,No,18,88,2.18,2.06,1.6,1.77,Improving,1.93,Good
22-07184,24,Female,Family House,Regular,No,27,99,1.73,1.57,1.44,2.02,Stable,1.65,Excellent
22-07185,22,Male,Family House,Regular,No,17,76,2.26,2.04,2.12,2.25,Stable,2.16,At-Risk
22-07186,23,Male,Dorm,Regular,No,16,86,2.25,2.24,2.06,2.17,Stable,2.18,At-Risk
22-07187,24,Female,Dorm,Regular,Yes,19,76,2.01,1.9,2.14,2.23,Stable,2.05,Good
22-07188,24,Female,Dorm,Regular,No,27,91,1.8,2.29,1.79,2.12,Declining,1.98,Good
22-07189,21,Female,Dorm,Regular,No,10,77,2.04,2.11,2.46,2.38,Declining,2.22,At-Risk
22-07190,22,Male,Dorm,Regular,No,22,80,1.98,2.12,2.01,1.88,Stable,2.01,Good
22-07191,22,Male,Dorm,Regular,No,10,74,2.23,2.33,2.04,2.15,Stable,2.19,At-Risk
22-07192,21,Male,Family House,Regular,No,16,93,1.75,1.89,1.86,1.62,Stable,1.8,Good
22-07193,22,Female,Family House,Regular,Yes,25,90,1.8,1.69,1.93,1.62,Stable,1.78,Good
22-07194,20,Female,Family House,Regular,No,22,87,1.89,1.86,1.92,1.65,Stable,1.85,Good
22-07195,24,Male,Family House,Regular,Yes,17,77,2.18,2.35,2.07,2.05,Stable,2.18,At-Risk
22-07196,24,Male,Family House,Regular,No,32,97,1.85,1.4,1.57,1.38,Improving,1.58,Excellent
22-07197,20,Male,Dorm,Regular,No,8,75,2.27,2.39,2.21,1.95,Improving,2.24,At-Risk
22-07198,22,Female,Dorm,Regular,No,20,82,1.86,1.79,1.78,1.62,Stable,1.78,Good
22-07199,22,Male,Dorm,Regular,No,32,100,1.6,1.57,1.76,1.43,Stable,1.61,Excellent
22-07200,20,Male,Dorm,Regular,No,36,96,1.49,1.62,1.61,1.48,Stable,1.56,Excellent
22-07201,24,Female,Dorm,Regular,Yes,18,98,1.56,2.0,1.67,1.9,Declining,1.76,Good
22-07202,21,Female,Family House,Regular,No,29,92,1.49,1.64,1.69,1.65,Stable,1.61,Excellent
22-07203,21,Male,Family House,Regular,Yes,14,89,2.02,2.08,2.17,1.88,Stable,2.06,Good
22-07204,24,Male,Dorm,Irregular,No,37,96,2.07,1.56,1.46,1.43,Improving,1.67,Good
22-07205,21,Male,Family House,Regular,No,12,74,2.19,2.07,2.1,2.38,Stable,2.16,At-Risk
22-07206,24,Female,Family House,Irregular,No,17,76,2.08,2.03,1.92,2.45,Declining,2.08,Good
22-07207,24,Male,Dorm,Regular,No,15,71,2.15,2.03,2.32,2.15,Stable,2.16,At-Risk
22-07208,22,Male,Dorm,Regular,No,27,92,1.96,1.82,2.12,1.77,Stable,1.94,Good
22-07209,22,Male,Family House,Regular,Yes,24,89,1.75,2.03,1.75,1.6,Stable,1.8,Good
22-07210,22,Male,Dorm,Regular,No,20,94,1.81,1.89,1.83,1.68,Stable,1.82,Good
22-07211,20,Female,Family House,Regular,No,21,93,1.94,1.96,2.06,1.93,Stable,1.97,Good
22-07212,21,Male,Family House,Irregular,No,11,86,2.14,2.39,2.1,2.08,Stable,2.19,At-Risk
22-07213,22,Female,Family House,Regular,Yes,30,86,1.74,1.61,1.57,1.57,Stable,1.63,Excellent
22-07214,21,Male,Family House,Regular,No,24,89,1.87,1.67,1.97,1.82,Stable,1.84,Good
22-07215,22,Male,Family House,Regular,No,27,94,1.6,1.71,1.71,1.38,Stable,1.62,Excellent
22-07216,23,Male,Family House,Regular,Yes,28,91,1.76,1.71,2.07,1.57,Stable,1.8,Good
22-07217,21,Male,Family House,Regular,No,20,95,1.98,1.82,1.67,1.98,Stable,1.85,Good
22-07218,20,Male,Family House,Regular,Yes,22,89,1.89,1.67,1.72,1.88,Stable,1.78,Good
22-07219,24,Male,Family House,Irregular,No,14,85,2.24,1.99,1.83,2.3,Stable,2.07,Good
22-07220,20,Male,Dorm,Regular,No,15,95,1.94,1.89,1.58,1.68,Stable,1.79,Good
22-07221,20,Female,Family House,Regular,No,12,78,2.27,2.1,1.86,2.33,Stable,2.12,At-Risk
22-07222,23,Female,Family House,Regular,No,17,87,2.06,2.32,2.11,2.33,Stable,2.18,At-Risk
22-07223,23,Male,Dorm,Regular,Yes,28,92,1.89,1.71,1.9,1.85,Stable,1.84,Good
22-07224,24,Female,Family House,Regular,No,20,80,1.76,1.72,1.75,2.05,Stable,1.79,Good
22-07225,23,Male,Family House,Regular,Yes,20,76,2.13,2.1,1.96,2.08,Stable,2.07,Good
22-07226,23,Male,Family House,Regular,No,17,85,1.86,1.76,1.67,1.73,Stable,1.76,Good
22-07227,24,Female,Family House,Regular,No,28,81,2.13,1.96,1.96,1.8,Improving,1.99,Good
22-07228,20,Female,Dorm,Regular,No,25,99,1.45,1.67,1.71,1.43,Stable,1.57,Excellent
22-07229,24,Female,Dorm,Regular,No,30,96,1.48,1.42,1.75,1.5,Stable,1.54,Excellent
22-07230,21,Male,Dorm,Regular,No,22,93,1.76,1.85,1.76,1.8,Stable,1.79,Good
22-07231,20,Female,Family House,Regular,Yes,40,99,1.7,1.6,1.64,1.43,Stable,1.62,Excellent
22-07232,21,Female,Family House,Irregular,No,17,78,2.12,2.12,1.82,2.25,Stable,2.06,Good
22-07233,21,Female,Family House,Regular,No,30,95,1.6,1.32,1.54,1.6,Stable,1.51,Excellent
22-07234,22,Female,Dorm,Regular,No,29,91,1.63,1.62,1.64,1.57,Stable,1.62,Excellent
22-07235,20,Male,Family House,Regular,No,20,95,1.83,1.79,1.72,1.73,Stable,1.78,Good
22-07236,20,Female,Family House,Regular,Yes,19,77,2.12,2.06,2.24,2.08,Stable,2.13,At-Risk
22-07237,24,Male,Family House,Regular,Yes,31,86,1.7,1.64,1.83,1.77,Stable,1.73,Good
22-07238,21,Female,Dorm,Regular,No,34,95,1.43,1.36,1.58,1.57,Stable,1.47,Excellent
22-07239,23,Female,Family House,Regular,No,15,85,2.33,2.12,2.17,2.33,Stable,2.23,At-Risk
22-07240,24,Male,Family House,Irregular,Yes,21,87,1.96,1.75,1.47,1.57,Improving,1.72,Good
22-07241,24,Male,Dorm,Irregular,Yes,35,89,1.95,1.78,1.51,1.73,Stable,1.75,Good
22-07242,20,Female,Family House,Regular,No,27,84,2.02,1.86,1.68,2.15,Stable,1.91,Good
22-07243,20,Female,Family House,Regular,No,30,93,1.68,1.64,1.54,1.6,Stable,1.62,Excellent
22-07244,21,Female,Family House,Regular,No,22,84,2.04,1.85,1.97,1.68,Improving,1.91,Good
22-07245,24,Male,Family House,Regular,Yes,30,97,1.76,1.74,1.67,1.77,Stable,1.73,Good
22-07246,23,Male,Dorm,Irregular,No,25,80,2.18,1.85,1.44,1.8,Improving,1.84,Good
22-07247,21,Female,Family House,Regular,No,20,89,1.99,1.68,1.78,1.75,Stable,1.81,Good
22-07248,22,Female,Dorm,Regular,No,12,72,2.08,2.29,2.08,2.27,Stable,2.17,At-Risk
22-07249,24,Male,Family House,Regular,No,22,82,1.85,1.71,2.03,1.9,Stable,1.87,Good
22-07250,20,Male,Family House,Regular,No,28,91,1.75,1.88,1.72,1.85,Stable,1.79,Good
22-07251,23,Female,Family House,Regular,No,36,92,1.62,1.54,1.65,1.38,Stable,1.57,Excellent
22-07252,23,Female,Family House,Regular,Yes,33,99,1.54,1.51,1.24,1.7,Stable,1.47,Excellent
22-07253,22,Female,Family House,Irregular,No,17,87,1.98,1.81,1.61,1.73,Stable,1.79,Good
22-07254,23,Male,Dorm,Regular,Yes,40,100,1.57,1.43,1.54,1.3,Stable,1.49,Excellent
22-07255,21,Male,Family House,Regular,No,17,85,1.89,2.04,1.88,1.77,Stable,1.91,Good
22-07256,24,Female,Family House,Regular,Yes,38,99,1.39,1.54,1.54,1.35,Stable,1.47,Excellent
22-07257,21,Male,Dorm,Regular,No,16,86,2.33,2.18,2.21,2.4,Stable,2.27,At-Risk
22-07258,24,Male,Dorm,Regular,No,16,82,2.08,2.28,2.17,2.02,Stable,2.15,At-Risk
22-07259,21,Male,Family House,Regular,Yes,17,85,2.15,2.21,2.0,2.15,Stable,2.13,At-Risk
22-07260,23,Male,Family House,Regular,No,20,90,1.79,1.83,1.97,2.08,Stable,1.89,Good
22-07261,20,Male,Dorm,Regular,No,29,97,1.43,1.82,1.69,1.38,Stable,1.6,Excellent
22-07262,20,Male,Family House,Regular,Yes,22,86,1.76,1.76,1.74,1.95,Stable,1.78,Good
22-07263,20,Female,Family House,Regular,No,20,82,1.93,1.96,1.83,1.9,Stable,1.91,Good
22-07264,22,Male,Family House,Regular,No,26,92,1.67,1.79,1.64,1.62,Stable,1.69,Good
22-07265,22,Male,Family House,Regular,No,13,84,2.19,2.32,2.08,2.2,Stable,2.2,At-Risk
22-07266,22,Male,Family House,Regular,Yes,25,97,1.93,1.58,1.6,1.85,Stable,1.74,Good
22-07267,21,Male,Family House,Regular,No,19,81,1.74,1.86,1.89,1.75,Stable,1.81,Good
22-07268,24,Male,Dorm,Regular,No,13,82,2.24,2.07,1.92,1.98,Stable,2.07,Good
22-07269,20,Female,Dorm,Regular,Yes,17,74,2.04,2.18,2.29,2.08,Stable,2.15,At-Risk
22-07270,21,Male,Dorm,Irregular,Yes,24,96,2.02,1.76,1.68,2.1,Stable,1.87,Good
22-07271,20,Male,Family House,Regular,No,19,81,2.12,1.78,1.93,2.1,Stable,1.97,Good
22-07272,21,Male,Dorm,Regular,Yes,24,90,1.88,1.67,1.67,1.9,Stable,1.77,Good
22-07273,21,Male,Dorm,Regular,No,30,88,1.77,1.79,2.03,1.93,Stable,1.87,Good
22-07274,21,Female,Family House,Regular,No,19,86,1.87,1.79,1.78,1.73,Stable,1.8,Good
22-07275,23,Female,Family House,Irregular,No,24,91,2.32,1.9,1.94,2.1,Stable,2.07,Good
22-07276,20,Male,Dorm,Irregular,No,9,76,2.3,2.25,1.82,2.25,Stable,2.15,At-Risk
22-07277,24,Female,Dorm,Regular,Yes,28,97,1.86,1.61,1.79,1.62,Stable,1.74,Good
22-07278,23,Female,Family House,Irregular,Yes,33,93,2.04,1.85,1.5,1.82,Stable,1.81,Good
22-07279,21,Female,Family House,Regular,Yes,30,100,1.48,1.56,1.38,1.5,Stable,1.47,Excellent
22-07280,22,Female,Family House,Regular,No,19,74,2.18,2.0,2.14,2.38,Stable,2.15,At-Risk
22-07281,20,Male,Dorm,Regular,No,32,97,1.68,1.71,1.64,1.35,Improving,1.63,Excellent
22-07282,24,Male,Family House,Regular,No,30,81,1.69,1.74,1.9,1.77,Stable,1.77,Good
22-07283,24,Male,Family House,Regular,Yes,22,96,1.58,1.69,1.89,1.75,Stable,1.72,Good
22-07284,22,Male,Family House,Regular,Yes,40,100,1.74,1.42,1.47,1.35,Improving,1.52,Excellent
22-07285,20,Female,Family House,Regular,No,23,82,1.99,2.08,1.85,1.65,Improving,1.93,Good
